0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,34,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,35,1
1,38,3,8,125,125,8,8,125,125,8,8,125,125,8,8,125,125,8,8,125,125,8,8,125,125,8,8,125,121,38,1
1,38,10,2,119,119,2,7,124,119,2,2,119,119,2,2,119,119,2,2,119,119,2,7,124,119,2,2,119,126,38,1
1,38,10,2,2,2,5,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,6,2,2,2,9,38,1
1,38,10,2,2,9,1,100,101,1,6,2,2,2,2,2,2,2,2,2,2,5,1,100,101,1,10,2,2,9,38,1
1,38,10,2,119,126,1,102,103,1,1,6,119,119,2,2,119,119,2,2,122,1,1,102,103,1,10,2,119,126,38,1
1,38,10,2,119,119,4,1,1,100,101,1,123,119,2,2,119,119,2,5,1,100,101,1,1,120,2,2,119,126,38,1
1,38,10,2,2,2,2,4,1,102,103,1,1,6,2,2,2,2,5,1,1,102,103,1,3,2,2,2,2,9,38,1
1,38,10,2,2,2,2,2,4,1,1,100,101,1,10,2,2,9,1,100,101,1,1,3,2,2,2,2,2,9,38,1
1,38,10,2,119,119,2,2,119,121,1,102,103,1,10,2,119,126,1,102,103,1,3,2,119,119,2,2,119,126,38,1
1,38,10,2,119,119,2,2,119,119,4,1,1,120,2,2,119,119,4,1,1,120,2,2,119,119,2,2,119,126,38,1
1,38,10,2,2,2,2,2,2,2,2,8,8,2,2,2,2,2,2,8,8,2,2,2,2,2,2,2,2,9,38,1
1,38,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,38,1
1,38,10,2,119,119,2,2,119,119,2,7,124,119,2,2,119,119,2,7,124,119,2,2,119,119,2,2,119,126,38,1
1,38,10,2,119,119,2,2,119,119,5,1,1,123,2,2,119,119,5,1,1,123,2,2,119,119,2,2,119,126,38,1
1,38,10,2,2,2,2,2,2,5,1,100,101,1,10,2,2,9,1,100,101,1,6,2,2,2,2,2,2,9,38,1
1,38,10,2,2,2,2,2,5,1,1,102,103,1,10,2,2,9,1,102,103,1,1,6,2,2,2,2,2,9,38,1
1,38,10,2,119,119,2,5,1,100,101,1,1,120,2,2,119,119,4,1,1,100,101,1,123,119,2,2,119,126,38,1
1,38,10,2,119,119,5,1,1,102,103,1,120,119,2,2,119,119,2,4,1,102,103,1,1,123,2,2,119,126,38,1
1,38,10,2,2,9,1,100,101,1,1,3,2,2,2,2,2,2,2,2,4,1,1,100,101,1,10,2,2,9,38,1
1,38,10,2,2,9,1,102,103,1,3,2,2,2,2,2,2,2,2,2,2,4,1,102,103,1,10,2,2,9,38,1
1,38,10,2,119,119,4,1,1,120,2,2,119,119,2,2,119,119,2,2,119,119,4,1,1,120,2,2,119,126,38,1
1,38,10,2,119,119,2,8,125,119,2,2,119,119,2,2,119,119,2,2,119,119,2,8,125,119,2,2,119,126,38,1
1,38,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,38,1
1,36,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,37,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
